id,side,time,price,qty,pnl,pnlPct,reason
t_1,buy,2026-05-09T18:00:00.000Z,2330.3,1.716517186628331,,,SAR+MACD 开多 · SAR 2300.61
t_2,sell,2026-05-10T10:00:00.000Z,2325.59,1.716517186628331,-8.084795949019503,-0.20211989872548752,跌破SAR 2338.55
t_3,buy,2026-05-10T18:00:00.000Z,2358.39,1.6947010806611258,,,SAR+MACD 开多 · SAR 2322.07
t_4,sell,2026-05-10T19:00:00.000Z,2365.52,1.6947010806611258,12.083218705114012,0.3023248911333626,触及近期高点 2368.31 止盈50%
t_5,buy,2026-05-10T23:00:00.000Z,2371.01,1.687719313331634,,,SAR+MACD 开多 · SAR 2312.92
t_6,sell,2026-05-11T03:00:00.000Z,2330.49,1.687719313331634,-68.38638657619855,-1.70897634341485,跌破SAR 2382.89
t_7,buy,2026-05-13T05:00:00.000Z,2297.85,1.729549280619692,,,SAR+MACD 开多 · SAR 2279.18
t_8,sell,2026-05-13T08:00:00.000Z,2316.52,1.729549280619692,32.290685069169776,0.8124986400330776,触及近期高点 2316.66 止盈50%
t_9,buy,2026-05-13T10:00:00.000Z,2308.55,1.727127889151037,,,SAR+MACD 开多 · SAR 2299.61
t_10,sell,2026-05-13T11:00:00.000Z,2301.81,1.727127889151037,-11.640841972878398,-0.2919581555521967,跌破SAR 2323.34
t_11,buy,2026-05-14T05:00:00.000Z,2268.44,1.7556138807773076,,,SAR+MACD 开多 · SAR 2238.06
t_12,sell,2026-05-14T12:00:00.000Z,2261.51,1.7556138807773076,-12.166404193786454,-0.3054962881980496,跌破SAR 2275.00
t_13,buy,2026-05-14T17:00:00.000Z,2308.21,1.7232566317765545,,,SAR+MACD 开多 · SAR 2250.72
t_14,sell,2026-05-15T01:00:00.000Z,2275.79,1.7232566317765545,-55.86798000219602,-1.40455157892913,跌破SAR 2319.37
t_15,buy,2026-05-17T04:00:00.000Z,2187.44,1.8081826235380547,,,SAR+MACD 开多 · SAR 2162.68
t_16,sell,2026-05-17T10:00:00.000Z,2194.34,1.8081826235380547,12.476460102412743,0.3154372234209894,触及近期高点 2198.47 止盈50%
t_17,buy,2026-05-17T11:00:00.000Z,2192.22,1.8065164910789286,,,SAR+MACD 开多 · SAR 2170.87
t_18,sell,2026-05-17T12:00:00.000Z,2194.64,1.8065164910789286,4.371769908411139,0.11039038052750513,触及近期高点 2198.48 止盈50%
t_19,buy,2026-05-17T13:00:00.000Z,2192.25,1.8072894469318797,,,SAR+MACD 开多 · SAR 2174.60
t_20,sell,2026-05-17T17:00:00.000Z,2183.88,1.8072894469318797,-15.127012670819635,-0.3817995210400224,跌破SAR 2198.48
t_21,buy,2026-05-18T12:00:00.000Z,2151.19,1.8389726081694715,,,SAR+MACD 开多 · SAR 2092.12
t_22,sell,2026-05-18T15:00:00.000Z,2107.64,1.8389726081694715,-80.08725708578082,-2.0244608797921235,跌破SAR 2157.37
t_23,buy,2026-05-19T09:00:00.000Z,2114.4,1.855819420229745,,,SAR+MACD 开多 · SAR 2110.97
t_24,sell,2026-05-19T10:00:00.000Z,2118.4,1.855819420229745,7.42327768091898,0.18917896329928113,跌破SAR 2147.16
t_25,buy,2026-05-20T05:00:00.000Z,2125.53,1.8474986912469549,,,SAR+MACD 开多 · SAR 2094.50
t_26,sell,2026-05-20T06:00:00.000Z,2133.88,1.8474986912469549,15.426614071911905,0.3928431967556284,触及近期高点 2134.66 止盈50%
t_27,buy,2026-05-20T07:00:00.000Z,2129.66,1.8468133593319618,,,SAR+MACD 开多 · SAR 2096.80
t_28,sell,2026-05-20T14:00:00.000Z,2134.9,1.8468133593319618,9.677302002899916,0.24604866504513567,跌破SAR 2140.15
t_29,buy,2026-05-20T15:00:00.000Z,2136.9,1.8423676632673802,,,SAR+MACD 开多 · SAR 2113.86
t_30,sell,2026-05-21T07:00:00.000Z,2135.1,1.8423676632673802,-3.3162617938816195,-0.08423417099537563,跌破SAR 2157.49
t_31,buy,2026-05-21T17:00:00.000Z,2146.63,1.8333988414018776,,,SAR+MACD 开多 · SAR 2105.08
t_32,sell,2026-05-22T14:00:00.000Z,2116.99,1.8333988414018776,-54.341941659152255,-1.3807689261773257,跌破SAR 2153.82
t_33,buy,2026-05-23T17:00:00.000Z,2063.86,1.8963942216307554,,,SAR+MACD 开多 · SAR 2018.37
t_34,sell,2026-05-23T20:00:00.000Z,2146.72,1.8963942216307554,157.13522520432377,4.014807205915114,触及近期高点 2147.05 止盈50%
t_35,buy,2026-05-23T21:00:00.000Z,2116.83,1.8786327992028555,,,SAR+MACD 开多 · SAR 2042.57
t_36,sell,2026-05-24T09:00:00.000Z,2123.43,1.8786327992028555,12.398976474738676,0.3117869644704539,跌破SAR 2149.89
t_37,buy,2026-05-25T07:00:00.000Z,2116.3,1.8814467981507705,,,SAR+MACD 开多 · SAR 2079.35
t_38,sell,2026-05-25T08:00:00.000Z,2116.9,1.8814467981507705,1.1288680788902912,0.028351367953499455,触及近期高点 2121.04 止盈50%
t_39,buy,2026-05-25T09:00:00.000Z,2116.78,1.8812334801717854,,,SAR+MACD 开多 · SAR 2085.95
t_40,sell,2026-05-25T14:00:00.000Z,2128.42,1.8812334801717854,21.897557709199344,0.5498918168161014,触及近期高点 2130.37 止盈50%
t_41,buy,2026-05-25T16:00:00.000Z,2136.38,1.868074232693487,,,SAR+MACD 开多 · SAR 2112.76
t_42,sell,2026-05-25T19:00:00.000Z,2121.45,1.868074232693487,-27.890348294114304,-0.6988457109690359,跌破SAR 2142.13
t_43,buy,2026-05-26T10:00:00.000Z,2127.62,1.8705221279758917,,,SAR+MACD 开多 · SAR 2084.62
t_44,sell,2026-05-26T15:00:00.000Z,2087.79,1.8705221279758917,-74.50289635727962,-1.8720448200336495,跌破SAR 2140.57
t_45,buy,2026-05-27T08:00:00.000Z,2084.9,1.8945556771937042,,,SAR+MACD 开多 · SAR 2055.00
t_46,sell,2026-05-27T13:00:00.000Z,2064.62,1.8945556771937042,-38.4215891334887,-0.9727085231905703,跌破SAR 2097.28
t_47,buy,2026-05-28T16:00:00.000Z,2013.35,1.954250624942389,,,SAR+MACD 开多 · SAR 1967.83
t_48,sell,2026-05-29T11:00:00.000Z,2007.57,1.954250624942389,-11.295568612166955,-0.287083716194401,跌破SAR 2030.11
t_49,buy,2026-05-29T15:00:00.000Z,2031.48,1.9345857543676985,,,SAR+MACD 开多 · SAR 1976.64
t_50,sell,2026-05-30T14:00:00.000Z,2026.73,1.9345857543676985,-9.189282333246569,-0.2338196782641227,触及近期高点 2030.52 止盈50%
t_51,buy,2026-05-30T15:00:00.000Z,2026.73,1.937306180571459,,,SAR+MACD 开多 · SAR 2002.65
t_52,sell,2026-05-30T19:00:00.000Z,2028.6,1.937306180571459,3.622762557668417,0.0922668535029279,触及近期高点 2032.21 止盈50%
t_53,buy,2026-05-31T03:00:00.000Z,2033.49,1.9315785474099507,,,SAR+MACD 开多 · SAR 2012.11
t_54,sell,2026-05-31T10:00:00.000Z,2021.05,1.9315785474099507,-24.02883712977989,-0.6117561433791193,跌破SAR 2046.62
t_55,buy,2026-06-01T17:00:00.000Z,1990.6,1.9683683942131764,,,SAR+MACD 开多 · SAR 1956.26
t_56,sell,2026-06-02T02:00:00.000Z,1997.2,1.9683683942131764,12.991231401807234,0.33155832412338676,跌破SAR 2009.35
t_57,buy,2026-06-04T04:00:00.000Z,1805.41,2.1731521472028357,,,SAR+MACD 开多 · SAR 1717.34
t_58,sell,2026-06-04T10:00:00.000Z,1737.02,2.1731521472028357,-148.62187534720215,-3.7880592220049794,止损
t_59,buy,2026-06-04T13:00:00.000Z,1785.7,2.1638471568251054,,,SAR+MACD 开多 · SAR 1731.78
t_60,sell,2026-06-05T01:00:00.000Z,1753.31,2.1638471568251054,-70.08700940956538,-1.8138545108360924,跌破SAR 1818.12
t_61,buy,2026-06-07T03:00:00.000Z,1595.11,2.404816635955367,,,SAR+MACD 开多 · SAR 1529.95
t_62,sell,2026-06-07T08:00:00.000Z,1641.31,2.404816635955367,111.10252858113806,2.8963519757258154,触及近期高点 1642.53 止盈50%
t_63,buy,2026-06-07T09:00:00.000Z,1633.46,2.375563574015415,,,SAR+MACD 开多 · SAR 1581.71
t_64,sell,2026-06-07T12:00:00.000Z,1620.17,2.375563574015415,-31.57123989866478,-0.8136103730731062,跌破SAR 1649.04
t_65,buy,2026-06-07T22:00:00.000Z,1672.56,2.3124788226740765,,,SAR+MACD 开多 · SAR 1603.05
t_66,sell,2026-06-09T02:00:00.000Z,1668.08,2.3124788226740765,-10.359905125579905,-0.2678528722437472,跌破SAR 1721.61
t_67,buy,2026-06-10T12:00:00.000Z,1635.41,2.36247523104391,,,SAR+MACD 开多 · SAR 1605.83
t_68,sell,2026-06-10T21:00:00.000Z,1611.46,2.36247523104391,-56.58128178350175,-1.464464568517989,跌破SAR 1668.19
t_69,buy,2026-06-11T12:00:00.000Z,1651.82,2.325303668007483,,,SAR+MACD 开多 · SAR 1624.92
t_70,sell,2026-06-11T18:00:00.000Z,1684.02,2.325303668007483,74.87477810984106,1.949364942911458,跌破SAR 1693.50
t_71,buy,2026-06-11T19:00:00.000Z,1681.3,2.3023452186594047,,,SAR+MACD 开多 · SAR 1632.67
t_72,sell,2026-06-13T11:00:00.000Z,1678.4,2.3023452186594047,-6.676801134111959,-0.17248557663711792,触及近期高点 1679.82 止盈50%
t_73,buy,2026-06-13T15:00:00.000Z,1682.16,2.2995804772901582,,,SAR+MACD 开多 · SAR 1666.91
t_74,sell,2026-06-14T04:00:00.000Z,1677.89,2.2995804772901582,-9.819208638028934,-0.2538403005659379,跌破SAR 1697.44
t_75,buy,2026-06-14T22:00:00.000Z,1722.52,2.2434192997603515,,,SAR+MACD 开多 · SAR 1660.43
t_76,sell,2026-06-15T12:00:00.000Z,1777.47,2.2434192997603515,123.27589052183141,3.1900935838190585,触及近期高点 1777.83 止盈50%
t_77,buy,2026-06-15T13:00:00.000Z,1814.16,2.1572766285398934,,,SAR+MACD 开多 · SAR 1725.35
t_78,sell,2026-06-15T21:00:00.000Z,1811.32,2.1572766285398934,-6.126665625053612,-0.1565462803721913,跌破SAR 1849.57
